titulo,autores,generos,serie,sinopsis,url_libro,categoria_origen,fecha_extraccion
Las mil y una noches,['Anónimo'],"['Aventuras', 'Clásico', 'Fantástico']",N/A,"Las mil y una noches es una de las obras más importantes e influyentes de la literatura universal. Se trata de una recopilación de cuentos y leyendas de origen hindú, árabe y persa, de los cuales no existe un texto definitivo, sino múltiples versiones. El rey Schahriar, tras sufrir las infidelidades de su esposa, decide casarse cada día con una joven virgen que es ejecutada a la mañana siguiente para evitar así cualquier otra traición. Para impedir que todas las muchachas del reino mueran, la joven Scherezade se ofrece como voluntaria para casarse con el monarca, y utiliza su astucia para proponerle un pacto mediante el cual no podrá ser ejecutada hasta que no acabe de contarle una historia. Los cuentos que la componen se prolongarán a lo largo de mil y una noches, y acabarán por cautivar al monarca y disuadirle de su cruel empresa.",https://ww3.lectulandia.co/book/las-mil-y-una-noches/,Clásico,2026-09-08 13:54:35
Cuentos de la selva para los niños,['Horacio Quiroga'],"['Clásico', 'Cuentos', 'Infantil y juvenil']",N/A,"Influido por la selva de Misiones, donde pasó muchos años de su vida, Horacio Quiroga escribió estos relatos, llenos de fantasía, humor y ternura, sobre animales personificados. Una tortuga gigante y agradecida, unos flamencos presuntuosos, un loro parlanchín, una pequeña gama que pierde la vista y una abeja que aprende el valor del trabajo son algunos de los protagonistas de los cuentos que Quiroga compuso primero para sus hijos y que luego se convirtieron en un clásico de la literatura infantil mundial.",https://ww3.lectulandia.co/book/cuentos-de-la-selva-para-los-ninos/,Clásico,2026-09-08 13:54:37
Tesis sobre Feuerbach,['Karl Marx'],"['Clásico', 'Filosofía']",N/A,"Las Tesis sobre Feuerbach son once breves notas filosóficas escritas por Karl Marx en 1845. Éstas resumen una crítica de las ideas del joven filósofo post-hegeliano Ludwig Feuerbach. No obstante, este texto es visto con frecuencia con mayor amplitud, pues critica el materialismo contemplativo de los jóvenes hegelianos en todas las formas de idealismo filosófico. Las tesis identifican la actividad práctica (acción política en su interpretación social) como la base de una epistemología casi inédita posterior al mundo idealista de toda la filosofía desde Platón. Además, el texto relaciona la crítica hacia el idealismo —el alemán sobre todo— y el materialismo idealista con una aplicación práctica, material y política (relacionada con la afirmación de Marx en este mismo trabajo de que El arma de la crítica no puede reemplazar la crítica de las armas). Marx no publicó las Tesis sobre Feuerbach en vida, sino que éstas fueron editadas después de su fallecimiento por su amigo Friedrich Engels y publicadas en 1888.",https://ww3.lectulandia.co/book/tesis-sobre-feuerbach/,Clásico,2026-09-08 13:54:40
Sin nombre,['Wilkie Collins'],"['Clásico', 'Drama']",N/A,"Una imprevista tragedia familiar, que descubre la ilegitimidad del nacimiento de las hermanas Vanstone, las deja privadas de todo derecho a recibir su herencia. Solas, sin posición, sin fortuna, sin nombre, estas dos hijas de nadie afrontarán con desigual talante su inesperado destino. Mientras la mayor, Norah, acepta su destino con resignación, Magdalen, la menor, se rebela contra él y encara un peligroso camino. Sin nombre es una extraordinaria novela que combina una trama familiar de venganzas con una denuncia social: en realidad Wilkie Collins pretendía criticar una absurda ley que se aplicaba en aquella época a los hijos de padres no casados.",https://ww3.lectulandia.co/book/sin-nombre/,Clásico,2026-09-08 13:54:42
Confesiones de un bribón,['Wilkie Collins'],"['Clásico', 'Ensayo']",N/A,"Amigo inseparable de Dickens y uno de los más grandes autores de la literatura universal, Wilkie Collins es considerado como uno de los precursores y pioneros de la novela policíaca, y estas magistrales y divertidas Confesiones de un bribón son una clara muestra de ello. «Confesiones de un bribón» narra en primera persona las desventuras de Francis, un muchacho de la alta sociedad londinense que tras abandonar la carrera de medicina iniciada para agradar a su señor padre, el doctor Mortimer, se dedicará al arte de la caricatura y la sátira. Dicho arte hará peligrar la sacrosanta reputación familiar e incluso la boda de su finísima hermana Arabela con Batterbury, hombre de inmensa fortuna con un pie en el más allá. El joven bribón cargado de deudas y perseguido por sus acreedores se verá de pronto en la cárcel. Excarcelado por insolvente, Francis continúa explotando su «innato talento artístico» como falsificador de cuadros, como fabricante de moneda falsa… «Confesiones de un bribón» posee una trama compleja y bien elaborada, una brillante construcción de personajes y un constante despliegue de ambigüedades intrigantes, irónicas y divertidas. Todo, expresado con una fina y divertida ironía al servicio de la crítica más voraz y despiadada a algunos usos y costumbres de la puritana sociedad victoriana. El mismo autor decía que esta obra no contiene dos momentos serios seguidos.",https://ww3.lectulandia.co/book/confesiones-de-un-bribon/,Clásico,2026-09-08 13:54:45
Doble engaño,['Wilkie Collins'],"['Clásico', 'Drama']",N/A,"Conocido sobre todo por La Dama de Blanco y La Piedra Lunar, Wilkie Collins fue un escritor prolífico. Algunos de sus cuentos pueden incluirse entre los mejores que ha dado la lengua inglesa, y en el resto de sus novelas se encuentran siempre los valores que le hicieron célebre: una narración galopante, el manejo inigualable de la intriga y el suspense, una admirable galería de personajes y una asombrosa habilidad para inventar desenlaces imprevisibles. Doble engaño debe inscribirse plenamente en el género melodramático. En otras manos, este folletín no habría ido más allá de la simple novela rosa, pero en las de Collins el género incluye otras dimensiones —la crítica a la sociedad de la época, por ejemplo— que le confieren un interés suplementario. De fácil y amena lectura, Doble Engaño, donde se relatan las desventuras de la desdichada Mercy Merrick —una hermosa mujer de pasado turbio que mediante engaños trata de escapar a su destino—, es una novela que muestra sus cartas desde el principio y, a pesar de ello, mantiene intacto su interés hasta el punto final.",https://ww3.lectulandia.co/book/doble-engano/,Clásico,2026-09-08 13:54:47
Primeras canciones,['Federico García Lorca'],"['Clásico', 'Poesía']",N/A,"La obra poética de Lorca constituye una de las cimas de la poesía de la Generación del 27 y de toda la literatura española. La poesía lorquiana es el reflejo de un sentimiento trágico de la vida, y está vinculada a distintos autores, tradiciones y corrientes literarias. En esta poesía conviven la tradición popular y la culta. Aunque es difícil establecer épocas en la poética de Lorca, algunos críticos diferencian dos etapas: una de juventud y otra de plenitud. IMPORTANTE: Recomendamos descargar los libros de poesía en formato EPUB dado que en PDF pueden tener problemas de visualización.",https://ww3.lectulandia.co/book/primeras-canciones/,Clásico,2026-09-08 13:54:50
El hombre de negro,['Wilkie Collins'],"['Clásico', 'Intriga']",N/A,"Con sus ojos azules y su intenso pelo negro, Lewis Romayne es uno de los hombres más atractivos de Inglaterra, además de uno de los más ricos. Pero a la vez, es también un recluso entregado a la investigación académica en su propia casa, una inmensa finca situada en el corazón de la campiña inglesa. A causa de unas tristes circunstancias, Romayne se ve acogido en casa de unos amigos donde conoce a la inteligente y bella Stella Eyrecourt. Entre ellos crece un afecto que parece ha de acabar en matrimonio, pero el padre Benvell se interpone en esta historia de amor conspirando por los intereses económicos de la Iglesia. Todo en esta obra rebosa oficio y el lector queda atrapado por una inquietante intriga desde la primera línea hasta la última página.",https://ww3.lectulandia.co/book/el-hombre-de-negro/,Clásico,2026-09-08 13:54:52
Cuentos de Canterbury,['Geoffrey Chaucer'],"['Clásico', 'Cuentos']",N/A,"De los Cuentos de Canterbury, escritos por Geoffrey Chaucer a finales del siglo XIV, se conservan bastantes manuscritos, aunque ninguno de ellos es anterior a 1400. Tras la primera edición de Caxton (1478), la obra tuvo una enorme difusión por toda Europa. Curiosamente la primera traducción española conocida data de 1920. Después ha habido otras, elaboradas fundamentalmente por dos traductores. Esta nueva edición recoge el fruto de todas las investigaciones más recientes sobre esta deliciosa obra literaria. La colección de cuentos se vertebra alrededor de una peregrinación a Canterbury. Mediante este artificio el autor nos presenta una variedad de temas, tanto sociales como literarios, que configuran todo un equipaje renacentista que sale del medievo. Comienza con un prólogo que es el punto de partida del camino, donde se congregan los peregrinos que encarnan las diferentes clases sociales del momento. Es aquí, en la Posada del Tabardo, antesala del viaje, donde quedan retratados con gran maestría los que irán al santo lugar. De todos ellos sólo veinticuatro llegarán a contar un cuento bajo el arbitraje, unánimemente aceptado, del Posadero. La estructura de la obra es lineal, un cuento detrás de otro, pero no es recta como no lo es el camino que se hace al cabalgar desde Londres a Canterbury. Se divide en diez tramos que incluyen diferentes relatos, la mayoría de los cuales van precedidos de un prólogo y algunos seguidos de un epílogo. Las peripecias del viaje, como cañamazo para unir los cuentos, afloran cada vez que los peregrinos interrumpen sus historias y dialogan para ayudar a recordar al lector que hay un hilo conductor y una meta a la que llegar. Hasta que interviene el Párroco, desfilan por las páginas de los Cuentos la nobleza, el amor cortés, la religión, las ciencias, el matrimonio, la riqueza y otros aspectos de la vida humana que componen el panorama temático, aderezados de erotismo y humor unas veces, de moralismo otras, y siempre del talento de un creador que supo asimilar la influencia europea de la época –francesa e italiana fundamentalmente– con tal originalidad e ingenio que produce una fascinación de la que el lector moderno no puede sustraer.",https://ww3.lectulandia.co/book/cuentos-de-canterbury/,Clásico,2026-09-08 13:54:55
La ley y la dama,['Wilkie Collins'],"['Clásico', 'Intriga']",N/A,"En la trayectoria de Wilkie Collins, La ley y la dama constituye un hito destacado, y con frecuencia ha sido considerada la novela más fascinante de su última etapa, en perfecta sintonía con la tradición de la gran literatura. Pocos días después de su boda, Valeria Woodville descubre un inconfesable secreto que empaña el pasado de su esposo y que ahora amenaza con serpararlos. Alentada por su amor, Valeria se dedicará por entero a investigar la verdad para restituir el honor de Eustace, su marido, y salvar su matrimonio. Su empeño la llevará a adentrarse en un laberinto de complicaciones, y a asumir riesgos inusitados para una mujer de la Inglaterra victoriana. De la mano de Valeria, el lector se sumerge rápidamente en la trama de la narración y descubre las grandezas y miserias de un mundo que, sin ser el nuestro, ha dejado una profunda impronta en la sociedad actual.",https://ww3.lectulandia.co/book/la-ley-y-la-dama/,Clásico,2026-09-08 13:54:57
Apología de Sócrates,['Platón'],"['Clásico', 'Filosofía']",N/A,"En la Apología de Sócrates (en griego, ""Απολογια Σωκρατους"" Apologia Socratus), diálogo compuesto entre 393 y 389 a.C., Platón (c. 427 - 347 a.C.) ofrece una versión de la defensa que hizo de sí mismo Sócrates frente al jurado de Atenas tras ser acusado de corromper a los jóvenes y despreciar a los dioses. El diálogo, perteneciente al ciclo platónico de obras socráticas o de juventud, además de rescatar el texto de la apología (defensa) ante el tribunal, constituye la apología (elogio) que hace Platón de su maestro. Sócrates comienza el diálogo diciendo que no sabe si los atenienses han sido ya persuadidos por los que le acusan. Este inicio resulta crucial para establecer el tema del discurso, pues es frecuente que Platón comience sus diálogos socráticos exponiendo la idea general del texto. Sócrates pide al jurado que no atienda a sus virtudes oratorias, sino a la verdad que éstas convocan. A su vez, asegura que no va a utilizar ornamentos retóricos ni frases cuidadosamente preparadas, sino que dirá lo que se le pase por la cabeza, las mismas palabras que utilizaría en el ágora y en las reuniones; pero demuestra ser un maestro en retórica, no sólo elocuente y persuasivo, sino hábil con el jurado. Aun así, este discurso, que durante más de dos milenios se ha ganado el favor de los lectores, no consigue ganar el juicio. Sócrates fue condenado a muerte, y desde entonces se le ha admirado por su serena aceptación de la sentencia. Más concretamente, la presente edición viene introducida por el enorme y magníficamente esclarecedor prólogo elaborado por el profesor y doctor Alejandro G. Vigo, que facilitará al lector el entendimiento del desarrollo de la obra a través de una explicación clara y verdaderamente transparente, sin prescindir no obstante de la precisión y de la profundidad analítica propias de un entendido en el tema como es G. Vigo.",https://ww3.lectulandia.co/book/apologia-de-socrates/,Clásico,2026-09-08 13:55:00
